道具ID,道具代码,道具英文名称,项目类型类型,价格,项目天数,简短描述,道具中文名称,详细描述
2010006201,C0073,Steyr AUG A1-A 7day,W,900,7,Steyr AUG A1-A 7day,Steyr AUG A1-A,在AUG-B的基础上进行了改进。
2010006202,C0073,Steyr AUG A1-A 30day,W,2600,30,Steyr AUG A1-A 30day,Steyr AUG A1-A,在AUG-B的基础上进行了改进。
2010006203,C0073,Steyr AUG A1-A 90day,W,5200,90,Steyr AUG A1-A 90day,Steyr AUG A1-A,在AUG-B的基础上进行了改进。
2010006204,C0073,Steyr AUG A1-A 180day,W,8800,180,Steyr AUG A1-A 180day,Steyr AUG A1-A,在AUG-B的基础上进行了改进。
2010006301,C0074,PSG-1 7day,W,1000,7,PSG-1 7day,PSG-1,PSG-1是世界上最精密的半自动狙击步枪，在开镜状态下可以快速连续射击，造价昂贵。
2010006302,C0074,PSG-1 30day,W,3000,30,PSG-1 30day,PSG-1,PSG-1是世界上最精密的半自动狙击步枪，在开镜状态下可以快速连续射击，造价昂贵。
2010006303,C0074,PSG-1 90day,W,6000,90,PSG-1 90day,PSG-1,PSG-1是世界上最精密的半自动狙击步枪，在开镜状态下可以快速连续射击，造价昂贵。
2010006304,C0074,PSG-1 180day,W,9500,180,PSG-1 180day,PSG-1,PSG-1是世界上最精密的半自动狙击步枪，在开镜状态下可以快速连续射击，造价昂贵。
2010006401,C0075,DESERT EAGLE_GOLD-7DAY,W,2000,7,DESERT EAGLE_GOLD-7DAY,黄金沙漠之鹰,"在Desert Eagle的基础上，
进行了改进。"
2010006402,C0075,DESERT EAGLE_GOLD-30DAY,W,6000,30,DESERT EAGLE_GOLD-30DAY,黄金沙漠之鹰,"在Desert Eagle的基础上，
进行了改进。"
2010006403,C0075,DESERT EAGLE_GOLD-90DAY,W,15000,90,DESERT EAGLE_GOLD-90DAY,黄金沙漠之鹰,"在Desert Eagle的基础上，
进行了改进。"
2010006404,C0075,DESERT EAGLE_GOLD-180DAY,W,28000,180,DESERT EAGLE_GOLD-180DAY,黄金沙漠之鹰,"在Desert Eagle的基础上，
进行了改进。"
2010006501,C0076,RPK-7day,W,1000,7,RPK-7day,RPK机关枪,在AKM基础上改进而来，枪管延长，加大弹匣容量，持续火力强劲，并且弹道较容易掌握。
2010006502,C0076,RPK-30DAY,W,2800,30,RPK-30DAY,RPK机关枪,在AKM基础上改进而来，枪管延长，加大弹匣容量，持续火力强劲，并且弹道较容易掌握。
2010006503,C0076,RPK-365DAY,W,18800,365,RPK-365DAY,RPK机关枪,在AKM基础上改进而来，枪管延长，加大弹匣容量，持续火力强劲，并且弹道较容易掌握。
2010006601,C0077,AN94,W,26000,999999999,AN94,AN94,俄罗斯陆军和海军装备的自动步枪，由于混合后坐力的设计，比AK74更加精准
2010006701,C0078,MP5-A 30day,W,1990,30,MP5-A 30day,MP5-A,在MP5-B的基础上进行了改进。
2010006702,C0078,MP5-A 90day,W,3500,90,MP5-A 90day,MP5-A,在MP5-B的基础上进行了改进。
2010006703,C0078,MP5-A 180day,W,5000,180,MP5-A 180day,MP5-A,在MP5-B的基础上进行了改进。
2010006801,C0079,XM1014 7day,W,1490,7,XM1014 7day,XM1014-A,在XM1014的基础上进行了改进。
2010006802,C0079,XM1014 30day,W,2990,30,XM1014 30day,XM1014-A,在XM1014的基础上进行了改进。
2010006803,C0079,XM1014 90day,W,7000,90,XM1014 90day,XM1014-A,在XM1014的基础上进行了改进。
2010006804,C0079,XM1014 180day,W,8800,180,XM1014 180day,XM1014-A,在XM1014的基础上进行了改进。
2010006901,C0080,XM107 7day,W,1490,7,XM107 7day,Barrett M82A1,世界上威力最大的狙击枪之一，击中任何身体部位都能造成致命伤害。重量夸张，移动速度和连射速度较慢。
2010006902,C0080,XM107 30day,W,4390,30,XM107 30day,Barrett M82A1,世界上威力最大的狙击枪之一，击中任何身体部位都能造成致命伤害。重量夸张，移动速度和连射速度较慢。
2010006903,C0080,XM107 90day,W,7000,90,XM107 90day,Barrett M82A1,世界上威力最大的狙击枪之一，击中任何身体部位都能造成致命伤害。重量夸张，移动速度和连射速度较慢。
2010006904,C0080,XM107 180day,W,8800,180,XM107 180day,Barrett M82A1,世界上威力最大的狙击枪之一，击中任何身体部位都能造成致命伤害。重量夸张，移动速度和连射速度较慢。
2010007001,C0081,XM8-A 7day,W,990,7,XM8-A 7day,XM8-A,在XM8-B的基础上进行了改进。
2010007002,C0081,XM8-A 30day,W,2890,30,XM8-A 30day,XM8-A,在XM8-B的基础上进行了改进。
2010007003,C0081,XM8-A 90day,W,5000,90,XM8-A 90day,XM8-A,在XM8-B的基础上进行了改进。
2010007004,C0081,XM8-A 180day,W,7000,180,XM8-A 180day,XM8-A,在XM8-B的基础上进行了改进。
2010007201,C0083,M4A1-Custom 7day,W,1490,7,M4A1-Custom 7day,M4A1-Custom,在M4A1的基础上进行了改进。
2010007202,C0083,M4A1-Custom 30day,W,4390,30,M4A1-Custom 30day,M4A1-Custom,在M4A1的基础上进行了改进。
2010007203,C0083,M4A1-Custom 90day,W,7000,90,M4A1-Custom 90day,M4A1-Custom,在M4A1的基础上进行了改进。
2010007204,C0083,M4A1-Custom 180day,W,8800,180,M4A1-Custom 180day,M4A1-Custom,在M4A1的基础上进行了改进。
2010007301,C0084,SCAR LIGHT 7day,W,1490,7,SCAR LIGHT 7day,SCAR-Light,FN公司研制的SCAR-Light准确度和射速都非常优秀，弹道稳定，整体性能全面。
2010007302,C0084,SCAR-Light 30day,W,4390,30,SCAR-Light 30day,SCAR-Light,FN公司研制的SCAR-Light准确度和射速都非常优秀，弹道稳定，整体性能全面。
2010007303,C0084,SCAR-Light 90day,W,7000,90,SCAR-Light 90day,SCAR-Light,FN公司研制的SCAR-Light准确度和射速都非常优秀，弹道稳定，整体性能全面。
2010007304,C0084,SCAR-Light 180day,W,8800,180,SCAR-Light 180day,SCAR-Light,FN公司研制的SCAR-Light准确度和射速都非常优秀，弹道稳定，整体性能全面。
2010007401,C0085,Field Shovel 7day,W,990,7,Field Shovel 7day,军用铁锹,军用铁锹，威力较大，攻击范围很广，可从容应对多个敌人，但攻击速度偏慢。
2010007402,C0085,Field Shovel 30day,W,2800,30,Field Shovel 30day,军用铁锹,军用铁锹，威力较大，攻击范围很广，可从容应对多个敌人，但攻击速度偏慢。
2010007403,C0085,Field Shovel 90day,W,4000,90,Field Shovel 90day,军用铁锹,军用铁锹，威力较大，攻击范围很广，可从容应对多个敌人，但攻击速度偏慢。
2010007404,C0085,Field Shovel 180day,W,6000,180,Field Shovel 180day,军用铁锹,军用铁锹，威力较大，攻击范围很广，可从容应对多个敌人，但攻击速度偏慢。
2010007501,C0086,lucky GRENADE 1day,W,100,1,lucky GRENADE 1day,福字手雷,印有“福”字的小型手榴弹，爆炸范围比普通手雷更大，适用于杀伤一定范围内的多个目标。
2010007502,C0086,lucky GRENADE 3day,W,300,3,lucky GRENADE 3day,福字手雷,印有“福”字的小型手榴弹，爆炸范围比普通手雷更大，适用于杀伤一定范围内的多个目标。
2010007503,C0086,lucky GRENADE 7day,W,600,7,lucky GRENADE 7day,福字手雷,印有“福”字的小型手榴弹，爆炸范围比普通手雷更大，适用于杀伤一定范围内的多个目标。
2010007504,C0086,lucky GRENADE 30day,W,1800,30,lucky GRENADE 30day,福字手雷,印有“福”字的小型手榴弹，爆炸范围比普通手雷更大，适用于杀伤一定范围内的多个目标。
2010007601,C0087,SMOKE Red 7day,W,680,7,SMOKE Red 7day,红色烟雾弹,用手投掷的小型烟雾弹，会扩散出红色的烟雾，主要用于阻碍敌人视野。
2010007602,C0087,SMOKE Red 30day,W,1880,30,SMOKE Red 30day,红色烟雾弹,用手投掷的小型烟雾弹，会扩散出红色的烟雾，主要用于阻碍敌人视野。
2010007603,C0087,SMOKE Red 90day,W,3500,90,SMOKE Red 90day,红色烟雾弹,用手投掷的小型烟雾弹，会扩散出红色的烟雾，主要用于阻碍敌人视野。
2010007604,C0087,SMOKE Red 180day,W,5000,180,SMOKE Red 180day,红色烟雾弹,用手投掷的小型烟雾弹，会扩散出红色的烟雾，主要用于阻碍敌人视野。
2010007701,C0088,GACHA_DESERT EAGLE_GOLD-7DAY,W,999999999,7,GACHA_DESERT EAGLE_GOLD-7DAY,黄金沙漠之鹰,"在Desert Eagle的基础上，
进行了改进。"
2010007702,C0088,GACHA_DESERT EAGLE_GOLD-30DAY,W,999999999,30,GACHA_DESERT EAGLE_GOLD-30DAY,黄金沙漠之鹰,"在Desert Eagle的基础上，
进行了改进。"
2010007703,C0088,GACHA_DESERT EAGLE_GOLD-90DAY,W,999999999,90,GACHA_DESERT EAGLE_GOLD-90DAY,黄金沙漠之鹰,"在Desert Eagle的基础上，
进行了改进。"
2010007704,C0088,GACHA_DESERT EAGLE_GOLD-180DAY,W,999999999,180,GACHA_DESERT EAGLE_GOLD-180DAY,黄金沙漠之鹰,"在Desert Eagle的基础上，
进行了改进。"
2010007801,C0089,GACHA_AK 47 Gold 7day,W,999999999,7,GACHA_AK 47 Gold 7day,黄金AK-47,在AK-47的基础上进行了改进。
2010007802,C0089,GACHA_AK 47 Gold 30day,W,999999999,30,GACHA_AK 47 Gold 30day,黄金AK-47,在AK-47的基础上进行了改进。
2010007803,C0089,GACHA_AK 47 Gold 90day,W,999999999,90,GACHA_AK 47 Gold 90day,黄金AK-47,在AK-47的基础上进行了改进。
2010007804,C0089,GACHA_AK 47 Gold 180day,W,999999999,180,GACHA_AK 47 Gold 180day,黄金AK-47,在AK-47的基础上进行了改进。
2010007901,C0090,SMOKE Blue 30day,W,1990,30,SMOKE Blue 30day,蓝色烟雾弹,用手投掷的小型烟雾弹，会扩散出蓝色的烟雾，主要用于阻碍敌人视野。
2010007902,C0090,SMOKE Blue 90day,W,5690,90,SMOKE Blue 90day,蓝色烟雾弹,用手投掷的小型烟雾弹，会扩散出蓝色的烟雾，主要用于阻碍敌人视野。
2010007903,C0090,SMOKE Blue180day,W,10990,180,SMOKE Blue180day,蓝色烟雾弹,用手投掷的小型烟雾弹，会扩散出蓝色的烟雾，主要用于阻碍敌人视野。
2010008001,C0091,SMOKE Yellow 30day,W,1990,30,SMOKE Yellow 30day,黄色烟雾弹,用手投掷的小型烟雾弹，会扩散出黄色的烟雾，主要用于阻碍敌人视野。
2010008002,C0091,SMOKE Yellow 90day,W,5690,90,SMOKE Yellow 90day,黄色烟雾弹,用手投掷的小型烟雾弹，会扩散出黄色的烟雾，主要用于阻碍敌人视野。
2010008003,C0091,SMOKE Yellow 180day,W,10990,180,SMOKE Yellow 180day,黄色烟雾弹,用手投掷的小型烟雾弹，会扩散出黄色的烟雾，主要用于阻碍敌人视野。
2010008101,C0092,heart grenade 7day,W,680,7,heart grenade 7day,爱之雷,印有心型的小型手榴弹，适用于杀伤一定范围内的多个目标，爆炸后会散发出特殊的心型。
2010008102,C0092,heart grenade 30day,W,1880,30,heart grenade 30day,爱之雷,印有心型的小型手榴弹，适用于杀伤一定范围内的多个目标，爆炸后会散发出特殊的心型。
2010008103,C0092,heart grenade 90day,W,3500,90,heart grenade 90day,爱之雷,印有心型的小型手榴弹，适用于杀伤一定范围内的多个目标，爆炸后会散发出特殊的心型。
2010008104,C0092,heart grenade 180day,W,5000,180,heart grenade 180day,爱之雷,印有心型的小型手榴弹，适用于杀伤一定范围内的多个目标，爆炸后会散发出特殊的心型。
3010000101,D0001,Bag 1,S,0,999999999,Bag 1,1 号背包,
3010000201,D0002,Bag 2,S,0,999999999,Bag 2,2 号背包,
3010000301,D0003,Bag 3,S,4000,30,Bag 3,3 号背包,开启3号背包，你可以在游戏中按B3来切换。
3010000401,D0004,Bag 4,S,500,30,Bag 4,4 号背包,开启4号背包，你可以在游戏中按B4来切换。
3010000402,D0004,Bag 4 7day,S,999999999,7,Bag 4 7day,4 号背包,开启4号背包，你可以在游戏中按B4来切换。
3010000501,D0005,bag 5  30day,S,990,30,bag 5  30day,5 号背包,开启5号背包，你可以在游戏中按B5来切换。
3010000502,D0005,bag 5  7day,S,999999999,7,bag 5  7day,5 号背包,开启5号背包，你可以在游戏中按B5来切换。
9000000501,I0005,Exp Plus 7 day,F,700,7,Exp Plus 7 day,经验卡 +50%,"获取经验值的速度提高 50%
当经验值增加的道具与其他经验值增加的道具同时使用时，则可获得更多经验值。"
9000000502,I0005,Exp Plus 30 day,F,2000,30,Exp Plus 30 day,经验卡 +50%,"获取经验值的速度提高 50%
当经验值增加的道具与其他经验值增加的道具同时使用时，则可获得更多经验值。"
9000000601,I0006,GP Plus 7 day,F,0,7,GP Plus 7 day,金币 Plus,"金币 100UP
当经验值增加的道具与其他经验值增加的道具同时使用时，则可获得更多经验值。"
9000000602,I0006,GP Plus 30 day,F,0,30,GP Plus 30 day,金币 Plus,"金币 100UP
当经验值增加的道具与其他经验值增加的道具同时使用时，则可获得更多经验值。"
9000001001,I0007,RespawnShortening 30 Day,F,0,30,RespawnShortening 30 Day,RespawnShortening,
9000001002,I0007,RespawnShortening 7 Day,F,0,7,RespawnShortening 7 Day,RespawnShortening,
9000001003,I0007,RespawnShortening 3 Day,F,0,1,RespawnShortening 3 Day,RespawnShortening,
9000001101,I0008,SlotExpansion 1 Day,F,600,1,SlotExpansion 1 Day,SlotExpansion,
9000001102,I0008,SlotExpansion 7 Day,F,2400,7,SlotExpansion 7 Day,SlotExpansion,
9000001103,I0008,SlotExpansion 30 Day,F,5100,30,SlotExpansion 30 Day,SlotExpansion,
9000001201,I0010,C4KIT1 Day,F,600,1,C4KIT1 Day,C4Kit,
9000001202,I0010,C4KIT7 Day,F,2400,7,C4KIT7 Day,C4Kit,
9000001203,I0010,C4KIT 30 Day,F,5100,30,C4KIT 30 Day,C4Kit,
9000004501,I0012,C4 SprayPaint 1Type,F,3000,30,C4 SprayPaint 1Type,C4在此喷图,使用方法：在个人仓库中用左键激活后，在游戏中按“T”键喷图。
9000004502,I0013,SprayPaint 2Type,F,1500,30,SprayPaint 2Type,保卫者路标喷图,使用方法：在个人仓库中用左键激活后，在游戏中按“T”键喷图。
9000004503,I0014,SprayPaint 3Type,F,1500,30,SprayPaint 3Type,潜伏者路标喷图,使用方法：在个人仓库中用左键激活后，在游戏中按“T”键喷图。
9000004607,I0015,SprayPaint 30 Day 1Type,F,300,30,SprayPaint 30 Day 1Type,“囧”喷图,“囧”字造型喷图使用方法：在个人仓库中用左键激活后，在游戏中按“T”键喷图。
2010010303,C0114,china sword 30day,W,4500,30,china sword 30day,中国刀,中国古代利刃，刀锋锐利，出刀平稳准确，是近身作战必备武器。
,,,,,,,,
9000004608,I0016,SprayPaint 30 Day 2Type,F,500,30,SprayPaint 30 Day 2Type,咦！有MM！喷图,使用方法：在个人仓库中用左键激活后，在游戏中点击“T”键使用
,,,,,,,,
2010013001,C0141,Gatling gun-Gold( M126) 1day,W,10000,1,Gatling gun-Gold( M126) 1day,黄金加特林,加特林机关枪的限量加强型。枪体外表由黄金打造，十分显眼，具备极高的收藏意义。
9000004609,I0017,SprayPaint 30 Day 3Type,F,300,30,SprayPaint 30 Day 3Type,禁止安放C4喷图,使用方法：在个人仓库中用左键激活后，在游戏中按“T”键喷图。
9000004601,I0015,SprayPaint 7 Day 1Type,F,300,7,SprayPaint 7 Day 1Type,“囧”喷图,“囧”字造型喷图使用方法：在个人仓库中用左键激活后，在游戏中按“T”键喷图。
9000004602,I0016,SprayPaint 7 Day 2Type,F,500,7,SprayPaint 7 Day 2Type,咦！有MM！喷图,使用方法：在个人仓库中用左键激活后，在游戏中点击“T”键使用
9000004701,I0018,Default SprayPaint 1Type,F,0,999999999,Default SprayPaint 1Type,保卫者标志喷图,使用方法：在个人仓库中用左键激活后，在游戏中按“T”键喷图。
9000004702,I0019,Default SprayPaint 2Type,F,0,999999999,Default SprayPaint 2Type,潜伏者标志喷图,使用方法：在个人仓库中用左键激活后，在游戏中按“T”键喷图。
9000004703,I0020,Default SprayPaint 3Type,F,0,999999999,Default SprayPaint 3Type,通缉奥摩喷图,使用方法：在个人仓库中用左键激活后，在游戏中按“T”键喷图。
9000004801,I0021,Channel Megaphone,F,1000,999999999,Channel Megaphone,小喇叭,可以在屏幕上发布滚动的聊天信息，让整个频道的玩家都能看到。
9000004802,I0022,Server Megaphone,F,1000,999999999,Server Megaphone,大喇叭,可以在屏幕上发布滚动的聊天信息，让整个服务器的玩家都能看到。
9000004803,I0023,World Megaphone,F,5000,999999999,World Megaphone,B-Megapone,
9000004901,I0024,Exp Card 7 Day,F,350,7,Exp Card 7 Day,经验卡 +20%,获取经验值的速度提高 20%
9000004902,I0024,Exp Card 30 Day,F,1000,30,Exp Card 30 Day,经验卡 +20%,获取经验值的速度提高 20%
9000005001,I0025,Bombprrof Halmet 7 Day,F,300,7,Bombprrof Halmet 7 Day,防弹头盔,降低头部受到子弹攻击的伤害。
9000005002,I0025,Bombprrof Halmet 30 Day,F,1000,30,Bombprrof Halmet 30 Day,防弹头盔,降低头部受到子弹攻击的伤害。
9000005003,I0025,Bombprrof Halmet 90 Day,F,2500,90,Bombprrof Halmet 90 Day,防弹头盔,降低头部受到子弹攻击的伤害。
9000005101,I0026,Body-armor 7 Day,F,500,7,Body-armor 7 Day,防弹衣,降低身体躯干部位受到子弹和手雷攻击的伤害。
9000005102,I0026,Body-armor 30 Day,F,1800,30,Body-armor 30 Day,防弹衣,降低身体躯干部位受到子弹和手雷攻击的伤害。
9000005103,I0026,Body-armor 90 Day,F,4500,90,Body-armor 90 Day,防弹衣,降低身体躯干部位受到子弹和手雷攻击的伤害。
9000005201,I0027,Bomb Package 7 Day,F,500,7,Bomb Package 7 Day,手雷包,使你可以将手榴弹、烟雾弹、闪光弹各携带一个 <只能在爆破模式、生化模式、刺杀模式和单挑战中使用>。
9000005202,I0027,Bomb Package 30 Day,F,1500,30,Bomb Package 30 Day,手雷包,使你可以将手榴弹、烟雾弹、闪光弹各携带一个 <只能在爆破模式、生化模式、刺杀模式和单挑战中使用>。
9000005203,I0027,Bomb Package 90 Day,F,3000,90,Bomb Package 90 Day,手雷包,使你可以将手榴弹、烟雾弹、闪光弹各携带一个 <只能在爆破模式、生化模式、刺杀模式和单挑战中使用>。
9000005301,I0028,C4 Tool 30 Day,F,500,30,C4 Tool 30 Day,C4工具钳,加快安放和拆解C4炸弹的速度。
9000005302,I0028,C4 Tool 90 Day,F,1200,90,C4 Tool 90 Day,C4工具钳,加快安放和拆解C4炸弹的速度。
9000005303,I0028,C4 Tool 7 Day,F,999999999,7,C4 Tool 7 Day,C4工具钳,加快安放和拆解C4炸弹的速度。
9000005401,I0029,NameCard 1Type,F,300,30,NameCard 1Type,红色迷彩名片,使名称背景显示为红色迷彩图案的名片
9000005402,I0030,NameCard 2Type,F,300,30,NameCard 2Type,绿色迷彩名片,使名称背景显示为绿色迷彩图案的名片
9000005501,I0031,Pistol Magazine 7 Day,F,200,7,Pistol Magazine 7 Day,手枪弹匣,增加手枪的备用弹匣
9000005502,I0031,Pistol Magazine 30 Day,F,700,30,Pistol Magazine 30 Day,手枪弹匣,增加手枪的备用弹匣
9000005503,I0031,Pistol Magazine 90 Day,F,1500,90,Pistol Magazine 90 Day,手枪弹匣,增加手枪的备用弹匣
9000005601,I0032,Shotgun Magazine 7 Day,F,200,7,Shotgun Magazine 7 Day,散弹枪弹匣,增加散弹枪的备用弹匣
9000005602,I0032,Shotgun Magazine 30 Day,F,700,30,Shotgun Magazine 30 Day,散弹枪弹匣,增加散弹枪的备用弹匣
9000005603,I0032,Shotgun Magazine 90 Day,F,1500,90,Shotgun Magazine 90 Day,散弹枪弹匣,增加散弹枪的备用弹匣
9000005701,I0033,SMG Magazine 7 Day,F,200,7,SMG Magazine 7 Day,冲锋枪弹匣,增加冲锋枪的备用弹匣
9000005702,I0033,SMG Magazine 30 Day,F,700,30,SMG Magazine 30 Day,冲锋枪弹匣,增加冲锋枪的备用弹匣
9000005703,I0033,SMG Magazine 90 Day,F,1500,90,SMG Magazine 90 Day,冲锋枪弹匣,增加冲锋枪的备用弹匣
9000005801,I0034,Rifle Magazine 7 Day,F,300,7,Rifle Magazine 7 Day,步枪弹匣,增加步枪的备用弹匣
